PC1, PC2, PC3
7.173989002540936619e-03,-7.854124752957833758e-03,-1.436956373887751139e-02
7.362911421258395116e-03,-2.062415633039912238e-02,9.919893760086275977e-03
9.301210872651479583e-03,1.539306078183177865e-03,8.587192931106428506e-03
8.828476472232796302e-03,3.844406242091906716e-03,3.874776599729230601e-03
8.475249501085743015e-03,-2.030121448436115680e-02,6.371682633432734257e-04
8.508351433443158904e-03,4.689519552063536878e-03,-1.515261950593911264e-02
8.096610310100147562e-03,1.064401994825382665e-04,3.600781135203256957e-03
8.875718520470763165e-03,3.291527447479494360e-04,2.566058082659318160e-03
5.623266772225031344e-03,-3.114846372430112357e-04,-1.137271893191502473e-02
6.613698039154814259e-03,1.076698224435072675e-02,-7.810495783955005711e-03
8.643189076386425737e-03,6.744083525808066033e-03,1.070355638760609081e-02
1.128433972949989712e-02,-3.576455573575029571e-03,-3.714880175976180941e-03
1.736485702945708351e-02,-2.579843361675440358e-02,-3.236767769504079149e-03
6.505090881024865740e-03,3.555156724810326196e-03,2.291967002997668038e-04
1.027462407065054227e-02,-1.581788788419248061e-03,7.373850241690994844e-03
9.229432456103733862e-03,5.454597841896904886e-03,1.410646685004210248e-02
1.360632621584760039e-02,-2.371741285221731776e-03,-1.124398994521889949e-03
7.636185801160716088e-03,8.278861648052122588e-03,8.754696449369559971e-03
5.431994095519148032e-03,1.317295632015946967e-02,1.064353616639377581e-02
7.716261745422588539e-03,-1.738280648204043946e-02,7.928082630858714367e-04
9.218926774552755818e-03,-1.987769401151995297e-02,7.964413794297769966e-03
1.094226064908118863e-02,1.194775607263295382e-02,-3.056171211364706441e-03
7.016393978957848922e-03,8.989172363658742143e-03,-2.877888680472145966e-03
6.268373906565448406e-03,-1.288945346148767830e-02,3.173855600312346439e-03
5.498727943146798636e-03,1.256575987692655320e-02,9.969433155836465027e-03
1.239256147233466776e-02,-6.145858972245541590e-03,4.018510328286721035e-03
8.799303289855269633e-03,6.594882131887496411e-03,2.769691151909275863e-03
9.981584730783895146e-03,-3.843959020645200484e-03,2.134416910362538222e-02
8.424369733467464844e-03,1.284399011545545553e-02,1.434859277564379384e-03
9.150581122584312138e-03,7.241523602563298447e-03,-1.389689745619388829e-02
9.778678155157422350e-03,4.440668135200746477e-03,2.795575941378254659e-03
7.767348208452666027e-03,-1.024498388124676224e-02,-5.925108270280353331e-04
8.731759144560253053e-03,1.962033089628886524e-03,9.320065475065641980e-03
1.062040989519054575e-02,-7.829119392683074261e-03,1.094418407601797580e-02
8.273937016093758576e-03,2.577418557513976114e-03,-8.144073668274832978e-03
9.276023128819952529e-03,-1.422606012618388496e-02,-2.291320936522861333e-03
9.087742898102879607e-03,7.803481152517685246e-03,-7.856897487639701028e-03
4.940779034480027518e-03,8.967748014921235467e-03,2.398726489928383783e-03
1.000723999425199261e-02,8.611460735825450302e-04,-1.376320756027010241e-02
3.857025817458007572e-03,9.755616836237140238e-03,6.732892434906706872e-03
1.019820733714082647e-02,4.396476100784374626e-03,4.292772089660018379e-03
8.139155748382604499e-03,8.710941688318780268e-03,-1.138629062532659983e-02
1.246005343041240582e-02,6.110110904713656507e-06,6.252534839337193194e-03
8.494041161512450033e-03,-9.038813282751165940e-03,-1.206131422768024278e-02
7.297791829420086085e-03,8.183545651912670083e-03,6.330111434494620215e-03
1.117944094601850714e-02,1.056300865714513999e-03,-3.039383270588180870e-03
9.329650015971168928e-03,8.732217693608077891e-06,-1.653591066572323437e-02
5.228260233729757969e-03,-1.440421755787927140e-03,2.854962616291297026e-03
1.156533716755251719e-02,7.639045663731968382e-03,-7.419789401342719894e-03
8.982678471789224892e-03,-4.558663666922531214e-03,-1.485229669123511826e-03
6.011413998940093144e-03,-1.326418822487387440e-02,3.711398200654139005e-03
6.629622864919484937e-03,1.064216903616722019e-02,5.303811058497268083e-03
3.133657124163592364e-03,-2.977437183563642464e-03,2.275196445290090554e-03
7.523708296244777452e-03,7.505326051760084598e-03,1.125752316250000409e-03
9.109108952982513524e-03,8.717147733995270556e-03,3.646376620656329934e-03
7.967310846381126660e-03,6.821821075656895293e-03,-1.341866347625569021e-02
8.790737592337996217e-03,1.744720473776015593e-02,1.291104419727035109e-02
6.433447009419794929e-03,3.738189871033908897e-03,-9.333650937390971028e-03
4.686662275320423870e-03,-9.291547658997662690e-03,-1.763742029344414486e-03
7.975540622129314791e-03,-1.746032453204395029e-03,-1.212105987301639702e-02
5.623443502887533370e-03,-3.289843974696940107e-03,-8.481540423534923365e-03
7.253995883105815098e-03,9.092835846431676985e-03,-2.527087600497919528e-03
5.526124763886330372e-03,3.770774542738784645e-03,2.515064801993091310e-03
5.456838791038050480e-03,3.952313400574494415e-03,-9.603792943245457320e-03
7.984755394652768429e-03,-8.166621811242664184e-04,-1.405393034994987557e-02
7.752934177432314021e-03,-2.288929969133089715e-02,-8.527196051922349140e-03
7.681725346316587745e-03,-1.418115986183299607e-02,2.798806966771458932e-03
5.335365778448654395e-03,9.863243828568811489e-03,4.494257473152687803e-03
1.358395470120746240e-02,1.430014669722665110e-02,1.707186346558498555e-03
4.639990498180084078e-03,8.316055069841371550e-03,3.858913380584282245e-03
9.459142148594064381e-03,-2.248987471279036490e-02,8.301632994299455032e-03
6.762890903465393344e-03,6.107929546143381176e-03,-3.977089638015116925e-03
8.656597934773172312e-03,2.400963420722689642e-03,-5.607220917598135929e-03
4.009136975104896083e-03,1.346775724436250279e-03,-7.800624100883615623e-03
6.528448407155544586e-03,-5.422010492794898315e-03,-3.979579325069300920e-03
8.492282149527239851e-03,3.197884433096503769e-04,1.788775480901548878e-02
1.680363012262025765e-02,3.257574244257838408e-03,-2.176043264406667468e-03
8.281084414176933389e-03,-2.752758306597918175e-02,6.866165655627943024e-03
1.118897755306543819e-02,8.888629236620638335e-03,-1.001666634087615242e-02
1.496462850230655291e-02,2.366932464510162516e-03,1.752535755068988788e-02
9.359300740055564657e-03,-2.349301674009234356e-02,8.668681048648898407e-03
1.446791483647077471e-02,-1.568619327323092939e-03,-8.282118053296804241e-03
5.762938724599025314e-03,1.033440824147015442e-02,1.396474332523552596e-02
1.113947841877106250e-02,1.444683357969475668e-02,-9.748063359592827257e-03
5.742413599583284962e-03,-2.580134304060975169e-03,-1.183081859782703256e-03
5.440410704623577925e-03,5.916222659028434749e-03,2.744015693260296214e-03
6.165905164654698033e-03,6.022313756458710400e-03,1.150953163861707235e-02
8.410013724629379975e-03,8.829087819799300929e-04,7.440184032273720015e-03
6.620284137976735657e-03,1.446817894776061125e-02,1.097116958073888864e-02
7.845927639696676642e-03,-9.170309661398191176e-03,6.984657554417182321e-03
1.453356599427829514e-02,-5.972906371994791790e-03,8.765233742956185167e-03
1.041561140865592504e-02,-1.215083553693304362e-02,-4.129344340938077319e-03
8.133325063921583581e-03,5.961442974742056124e-03,4.427089208548624054e-03
9.913437361218973773e-03,1.004572028404296553e-02,-3.087485045486150492e-03
9.352175869193608479e-03,1.035443470917051054e-03,5.845244142132235976e-03
5.881303979006448877e-03,2.942136023102467132e-03,3.978687598256842027e-04
1.322053276517940953e-02,-8.048337911239935097e-03,2.253291039649522962e-03
8.862242978903077731e-03,1.696626084123034964e-02,1.358850415144872981e-02
6.626772512325593799e-03,3.325460844051615411e-04,-9.785983307226331016e-03
7.205631311560997156e-03,4.051958145102204159e-03,-5.635480733051678390e-03
9.452479054675819170e-03,-1.145268798742194068e-02,-4.013466631158174591e-03
1.202196073931516458e-02,-6.512472173302136583e-03,-2.232419315154536392e-03
1.184241553924855229e-02,1.469487878860853067e-02,-9.258527191470174470e-04
1.114024579912751244e-02,1.738904172942038612e-02,-3.048924984086823047e-03
1.085871354328799519e-02,-7.845076802162855760e-04,4.002532325987642747e-03
9.995691511743962435e-03,1.575804743761663896e-03,-1.080444877310305675e-02
5.914592784279287113e-03,4.046532078376577184e-03,-2.215143648996170320e-03
1.108844241932223536e-02,6.438372660156865303e-03,-6.603960674446207949e-03
9.661974635227589536e-03,5.021513590238241981e-03,1.291281956382144512e-02
5.442019688297695078e-03,1.242025375612076411e-02,1.120707303410143664e-02
1.661093561935901922e-02,-3.025320016150418248e-02,1.814333853344729736e-03
6.174047289374998138e-03,-1.037075110336512992e-02,3.758438669981605147e-03
6.969706151477965579e-03,-8.840737152095578741e-03,-9.227286120831082461e-03
1.011580682211678933e-02,5.356057501542151565e-03,8.011767861469502872e-03
8.867203883971759223e-03,-1.207062971490346741e-02,8.258903008751502725e-03
8.288877635045002745e-03,-7.243796193284947338e-03,-5.079348025109439724e-03
5.961039794418246038e-03,1.006995241991397692e-02,1.037189250643359706e-02
6.900778180619493961e-03,-2.252622804096345022e-02,-5.677633720265560374e-03
8.451349028258539967e-03,7.098569217371972738e-03,-1.044881490566736994e-02
6.266602578461994907e-03,-3.236885136863575704e-03,1.102836938282926622e-02
6.319031778270850670e-03,1.115489571117645427e-02,4.571978430227563624e-03
1.290614085192105624e-02,-6.855217117013165905e-03,7.397574992256966339e-03
8.174076691712281809e-03,-6.813318882036767041e-03,-4.611788069612886981e-03
8.441936634591496250e-03,1.381041928457471014e-02,2.247014155751299314e-03
1.045094789681565335e-02,-2.415387449861986988e-02,2.715519484405925967e-03
9.033671768787630840e-03,-7.671954702878583821e-04,2.508634627946251892e-03
9.820789116560748808e-03,-1.656817761519495391e-02,3.277843773561369810e-03
1.118723259463568279e-02,-1.721166945102909490e-02,3.183804690786882705e-03
9.423091333537981715e-03,-2.622216795487923580e-02,5.379994629475389270e-03
6.340425487441315837e-03,-1.157261791415507244e-04,-2.817992700680407425e-04
6.113822961533796688e-03,5.172714382608516182e-03,1.365050374346048548e-02
1.065177846492391597e-02,1.082510383186841403e-04,-3.951684232696205633e-03
1.142970592829066837e-02,9.050755521914109758e-03,-1.311363175380276733e-02
1.157156335878690642e-02,3.214859001209160517e-04,-1.209430172210444743e-03
7.154837629138924814e-03,9.310681473827497542e-03,-6.004092730303335970e-03
3.717887712274122076e-03,4.085273348465601369e-03,6.906905394801475875e-03
1.329472905095687059e-02,-5.076135140003867723e-03,9.268803840664316960e-04
1.084094158935806733e-02,-5.862283162373444151e-04,6.389949434977503472e-03
9.380333749013900629e-03,-5.730061036639113453e-03,3.086088345852049542e-03
8.463331554960368611e-03,9.957477505502802112e-03,8.427769307736960799e-03
7.109109583982940739e-03,-1.747985028372293914e-02,6.976369500515350146e-03
7.864543685439208745e-03,-2.240130738760175329e-03,-6.293302515586813445e-03
5.963598217417560160e-03,-1.992036016299679815e-02,1.698762307046099845e-03
1.142254463767728746e-02,-1.605110784450393055e-02,1.220414871799105003e-02
1.092504013728423130e-02,2.224379804185932109e-03,-1.742459783161285497e-02
1.078025945982925837e-02,-1.503247866668432423e-02,2.789517202849695846e-03
7.181694311373196943e-03,7.021148574452619646e-03,7.992988167566295390e-03
1.041839424706675343e-02,1.474580145251863997e-03,3.459055593789648036e-03
1.200150896268689128e-02,4.929547452985824467e-03,1.686298058451379811e-02
3.443398943913619868e-03,6.807922199407956398e-03,4.112321251830172546e-03
1.292101036717068982e-02,-5.855903139734885098e-03,4.699601022224549757e-03
4.044182300806759174e-03,9.615892885602283363e-03,6.936078057718569542e-03
6.019415904396485835e-03,1.114103175269344145e-02,1.073382957011102118e-02
1.027415767502869171e-02,3.419612237894364189e-03,-7.398012678777318891e-03
1.306583147048486111e-02,-1.241189995810771871e-02,-3.304544196928828250e-03
8.058590845786276977e-03,3.494693306601243197e-03,-1.340156524489570511e-02
5.174730360208460930e-03,1.904489248108965326e-03,1.405448012237432102e-03
6.619534077965140255e-03,-1.006990734583156945e-02,5.626452687929076003e-04
1.021259917334841477e-02,-6.076303599605895230e-03,3.843004898476505777e-04
7.572611381047091375e-03,3.368021803262307920e-03,2.825287607601493969e-03
9.525140528749510838e-03,-9.258310544521048541e-03,-9.158025030369618472e-03
9.624191308456210917e-03,-7.534404273780529468e-05,-2.461158725863616791e-03
8.451352945031640265e-03,1.840280673855085845e-04,1.381714615520245569e-02
1.210819045792099063e-02,-3.555251770315702876e-03,-7.349459196525397545e-04
1.216127206599017067e-02,-1.859963587363713464e-02,-7.991752601829606520e-03
1.364486892887897991e-02,-2.469178330807393976e-02,1.615439366013621605e-02
7.453402803232060322e-03,1.162352658815787691e-02,3.006232050722913024e-03
7.157510387080541839e-03,3.193725942399202201e-03,-1.068180519120793572e-02
9.535315325356827354e-03,-5.102060205998562234e-03,-1.269500046981352978e-02
7.770180590092369728e-03,4.024828674572766829e-03,-1.251006802521940561e-02
8.710216309821194533e-03,-8.829615043108797641e-04,1.411874256794947054e-02
7.697364454994132590e-03,5.592219532867206792e-03,-1.364357728230456215e-02
1.225791208996600441e-02,9.577122120527740978e-03,6.705304352165819548e-03
1.385228746280933558e-02,-9.419640718105599247e-03,9.448890134008609484e-03
6.354792819466044233e-03,-1.753654179274257915e-02,-6.789352972571971109e-03
1.002011910780308337e-02,4.602937719934816277e-03,-5.168289544537923823e-03
6.361585325251181353e-03,-3.447369059582478749e-03,1.607024151998303479e-02
8.846176435056071763e-03,-7.287383117465007047e-03,4.524863054464468154e-03
7.652329867067800620e-03,9.616288021238187170e-03,5.385969047515761941e-04
4.829631684768393059e-03,1.041594102852302743e-02,1.142428486489089831e-02
1.834731611385023720e-02,-2.728765269011661568e-02,6.658902296174946511e-04
8.842396224429161650e-03,-3.556927732081438965e-03,-1.588715481925453629e-02
9.014774341798493726e-03,4.297418836678853701e-03,-1.597746978158860395e-02
9.083708593817851895e-03,6.712439043769296947e-03,-7.935541211527374558e-03
9.759243799139640657e-03,-1.864105588499445978e-02,1.115180945805989204e-03
8.518666416080291140e-03,1.490446129367598536e-02,4.586306361224902484e-03
6.461907033972303510e-03,9.426888870627614728e-03,-6.665117106288239411e-03
1.126214168589059587e-02,-1.480636786428575144e-02,-2.058511523478630354e-04
8.241600114132337229e-03,7.926665189936300468e-03,1.457113775684828116e-03
6.141313167438698130e-03,-8.107094763573336957e-03,1.068902557927324396e-03
3.685200843151192115e-03,8.950420445315807397e-03,2.104932865479584164e-03
1.114855011030830255e-02,1.895766166128298302e-03,-1.957822452251653522e-02
7.915940769251327350e-03,-2.996028696962561421e-03,-1.630400724654173421e-03
9.958333203954082558e-03,-9.508081348532112717e-03,-4.924463760459545612e-03
1.318104841476018703e-02,-1.092121856932881316e-02,-7.301183010400215563e-04
1.112549510131431892e-02,9.764748201736182191e-04,1.142131023178925495e-02
5.663749359506247728e-03,-8.609577262295688843e-03,-8.402105103851522858e-03
9.166397064254833832e-03,-6.983505268686933040e-03,1.025618221772496563e-02
8.630918689122513837e-03,3.043863883958749465e-03,-9.440891575508878267e-03
6.830377109699554451e-03,7.378857146735806616e-03,-4.765901246533870046e-03
9.093416274624311138e-03,5.388457998199615989e-03,-1.604919276254220331e-02
8.666025836063104976e-03,3.369636434121963276e-03,1.800841422455266502e-02
8.280550554846591652e-03,-4.326817364509063721e-03,7.940960391276851577e-03
9.549078962313743354e-03,7.358337396499552326e-03,1.322297380234127226e-02
7.613053662395481182e-03,8.922532518202627022e-03,-9.200545167396928861e-03
1.068170181846187818e-02,-2.208441070885360652e-02,1.021259350303218259e-02
1.244159266624497891e-02,4.797550405550791118e-03,-9.092296226384775221e-03
1.061787162082438070e-02,1.365860571490181384e-02,-1.543075630560966638e-02
1.355437754232541488e-02,-2.491040838655169103e-03,-1.925105634545583658e-02
1.036460239225229195e-02,-3.442815916615562643e-03,-2.001625442510700757e-03
1.031185666743443009e-02,5.506414856735936808e-03,-1.282872156842180048e-02
1.089773363298303203e-02,2.637036271618865141e-03,1.066813084618632029e-02
9.871635617620271030e-03,5.794530412878765024e-03,-1.540826394839561351e-03
8.546965571120805280e-03,-9.383865818542306766e-03,8.942424526152358694e-03
8.442955957822847329e-03,-3.457832069576044238e-03,-1.367689238988410542e-02
9.846512227576932966e-03,6.182934764190775069e-03,1.525523456746796444e-02
1.289540829370884427e-02,6.072970456223754539e-03,5.984462399397090342e-03
1.116599854685947600e-02,1.362738568658344515e-02,-1.293410892002567342e-02
8.683201853284838387e-03,8.110835409362644743e-03,9.742323726492273239e-03
1.306434198253387732e-02,1.273186488521603661e-02,4.130331356133235855e-03
9.772649863021466363e-03,-2.860863783545375232e-03,-1.585191353857110311e-02
9.381596833044167361e-03,6.801709880451455199e-03,-8.245272563390032214e-03
1.195457646130765501e-02,7.608026852298212413e-03,5.716380603998060840e-03
1.380079349394688903e-02,-8.711693169499042794e-03,2.406671008229717239e-03
6.961819263954746248e-03,1.028374602696369329e-02,4.711540122126819247e-03
1.065225028705717170e-02,1.480095148379677143e-02,7.978064166616987557e-03
1.058779515883591024e-02,1.276518811343076328e-02,-4.108024134839854610e-03
1.393875700175408079e-02,-5.647303536532519153e-04,4.887906220048851558e-03
7.626723006593063951e-03,5.171139056035279659e-03,7.550495342900599358e-03
7.510105774236583258e-03,2.992165291595877841e-03,-6.294417661235100596e-03
3.111075899442502721e-03,6.399821619538615704e-03,3.641242083222965241e-03
6.529517183752064219e-03,1.136221930383174428e-02,6.439586773348647021e-03
1.123010311315093650e-02,-4.404271794886915588e-04,9.823817867569445417e-03
9.353047612095861593e-03,7.800941016978416107e-04,-1.282986674081145265e-02
9.505820174684796037e-03,3.840980196775620019e-03,7.944814201914096249e-03
8.658357826152918851e-03,-5.484753570539727639e-03,-1.506089106250321774e-02
8.778485199883870674e-03,-2.151993464687590105e-02,6.867774911963624510e-03
9.194400388490982581e-03,5.751637505389706195e-03,-1.275355815379913826e-02
1.171016468900823101e-02,1.226545370292922779e-02,-1.184067469381742607e-02
1.110876352429100537e-02,-1.272107244302943425e-02,1.518678797944131645e-03
8.166690551205819590e-03,2.357193423502999645e-03,-1.065169720596286645e-02
9.613615824213410030e-03,1.548255360763152629e-02,9.352633866410461558e-03
1.044564631935317005e-02,1.139675951258951533e-03,-8.011117757569885187e-03
6.449605685308086936e-03,1.585311033723710641e-02,8.721103996725786123e-03
8.812491549965254314e-03,-3.959592249371632344e-03,1.538196430024723130e-02
7.709513132868148211e-03,4.794924139383684820e-04,-8.335305897175808790e-03
1.419663810576246750e-02,2.046170070556482899e-03,-1.645700469245968064e-02
6.948029434293910393e-03,1.013211029879917957e-03,1.143663872973271420e-02
3.638831308134974490e-03,7.867774393047496581e-03,9.276389423172262325e-03
1.299628097393991204e-02,5.361091436582217547e-03,-1.233101835849982446e-02
7.447297899834116365e-03,9.859480495525234020e-03,-1.196742232094711450e-02
1.049051405118993884e-02,1.453087658189337016e-02,1.624447514009656507e-04
4.812888376377309936e-03,-1.414521456513440772e-02,-9.768711293697196138e-03
7.666882403117022265e-03,8.185632177539505644e-03,-8.028620491225612471e-03
1.302196049992332058e-02,8.282862305013859866e-03,1.017172680372229431e-02
9.922615846390685918e-03,-9.967966034704332269e-04,-1.972713091821300807e-02
7.495603587229273876e-03,-4.885166751942241793e-03,1.505935208449908635e-02
8.811507965318111577e-03,-1.469494888105794296e-02,3.152755651817037118e-03
1.354056020730362575e-02,4.246245746975566525e-03,5.867911432679260436e-03
1.079117524291835911e-02,-1.028848340057766236e-02,1.148881692243018150e-02
7.669601265974103702e-03,4.041156566923639719e-03,2.011071985855828956e-03
8.627845213218479636e-03,7.517677376137895523e-03,-1.328616451530034367e-02
8.962942348536197951e-03,-2.220614837163503719e-02,7.982140852239180684e-03
1.036931621271554131e-02,-9.078630305837909545e-03,-8.163631896558486492e-03
7.834858893498136689e-03,1.295872762492667439e-02,-2.543316422379103374e-03
9.063070912705835716e-03,9.313414498335533323e-03,1.462811746810421072e-03
1.062118962980132184e-02,-8.453363841955057953e-03,1.428793430326950366e-02
8.845164623097631629e-03,-5.451477064726348992e-03,4.150593668230725258e-03
7.338545324589273132e-03,8.429914429305004897e-03,2.630117573450104201e-03
1.267050037510082487e-02,-4.526460202073137248e-03,1.056522921161545323e-02
8.039393203910189661e-03,-1.539028064098516002e-03,-9.416464441098251065e-03
1.234310624846821774e-02,-1.850278914140057610e-03,-1.060795744799872611e-02
7.705737452854368418e-03,3.274022148942510365e-03,3.356964012079948628e-03
9.024877846400328890e-03,-2.657729360054251339e-03,7.160945136085708831e-03
9.074380931575639492e-03,9.591923978132719381e-03,8.149897940608231625e-03
4.543934181480890552e-03,9.855133232382866718e-03,4.827341429635190022e-03
8.679777405163428480e-03,-4.865679092305208973e-03,7.941334746719644214e-04
1.189269884674083559e-02,1.298403049980547362e-02,-3.234171861774062795e-03
1.154962552842966894e-02,1.646944824678459388e-02,-4.926223349193035138e-03
1.038891570753086406e-02,1.641481826585087372e-02,-8.162654587401211095e-03
8.279455054429046140e-03,6.509941284319318081e-03,-6.741892004538396765e-03
9.697167909130728625e-03,-6.353722067060156055e-03,1.021844166023856172e-03
4.591859786751212140e-03,-2.999709511761801482e-03,-5.737570411796294109e-03
4.404042986369528963e-03,-6.008476706217780877e-03,-6.951633439679469513e-03
1.052027695355581098e-02,6.867806030752646477e-04,9.439164964174245540e-03
1.049533699807496563e-02,2.894490087741459603e-04,1.992274376626385068e-03
7.205317793660789144e-03,1.067351902841821680e-02,-8.253231014750606748e-03
6.136745584396845893e-03,1.671626784656591062e-03,9.260423507398127252e-03
5.773159765248070570e-03,4.800257952532669650e-04,-1.436112697382583181e-04
9.305925668356605784e-03,5.123965231351094822e-03,-1.313985391945299286e-02
6.356663387090492716e-03,1.662607567161554457e-03,-8.434854451999513865e-04
6.546435810509189900e-03,1.382460171573235592e-02,1.354576779377560103e-02
6.728610408849035676e-03,-6.697336425883868016e-03,-1.427600194282252315e-02
2.972578048969756227e-03,4.112241172583672166e-03,4.560407151517836301e-03
1.107877010556261588e-02,8.839283493819892826e-03,5.462650194651470607e-03
3.171565845942427974e-03,-1.411247864890696757e-02,7.939126965530785007e-03
6.927814526863056675e-03,-6.303998104500381332e-03,2.461918526163253164e-03
7.668274925269558985e-03,1.122770023256588210e-03,-9.834477514152195968e-03
1.169695333054740494e-02,9.575277285486611875e-03,-2.086939967438671602e-03
8.874025781823500700e-03,-3.936804725904488773e-03,-1.339644977690234058e-02
1.212871914235189204e-02,-4.461287398001601706e-03,9.183935525744713014e-04
1.232397507131664793e-02,6.150440816146503752e-03,-5.968647803988325236e-03
7.096113423510046724e-03,-1.080951953323453299e-02,-1.085124496185448442e-02
1.028305920758863443e-02,1.945202038200206278e-03,2.280476649876259088e-02
9.991254755012784691e-03,8.298698227713079047e-04,-1.753136618023704019e-02
1.058353318810501507e-02,-2.176285153674652542e-02,4.952048544898973725e-03
4.928726157359045526e-03,8.681073416137635723e-03,5.909118709509189778e-03
6.916956170899078889e-03,-9.979906051240180695e-03,7.167845803250483434e-03
7.115491585541506604e-03,8.792232074046226267e-03,2.102475429390772096e-04
7.653065684302699269e-03,1.038464704946218294e-02,1.272698977487971873e-02
9.245322039202212919e-03,4.437222683669264645e-03,-2.216334833839576739e-03
7.422565087214397055e-03,-6.565720250748568326e-03,7.927262333959550142e-03
9.256158958884977070e-03,1.097978278825816403e-02,6.587324046658404875e-03
6.766755622893294402e-03,1.429396190411838519e-02,9.726103926864539811e-03
1.437489410553419687e-02,6.554475975899773680e-04,6.313716600118459733e-03
1.303006567817460888e-02,-7.331373110298108724e-03,1.998505799521566387e-02
1.332740902578511202e-02,4.999664133129273248e-03,2.025158658295371169e-04
7.131648556989512652e-03,-1.142019232854635767e-02,6.701335875696760001e-03
1.365830720855547471e-02,2.517424123131517012e-03,1.238350807567015384e-02
9.649656058124043284e-03,-1.344663388599546486e-03,8.182872342359563331e-03
3.996756082320414120e-03,3.122074856597719262e-03,7.071672452746619042e-03
9.369639617712354276e-03,6.464918698254442167e-03,-9.498487669700808600e-03
7.985381550231663780e-03,4.530750406409710627e-03,-2.643866957148737797e-03
1.603834266699702762e-02,1.320082111050201179e-02,-2.315663068383987198e-03
9.200178125771642929e-03,1.040668847828709470e-02,-6.346653140854837186e-03
1.376377926034849306e-02,-1.695537923801929830e-02,5.162945262268549274e-03
6.510194794109989969e-03,-1.019680339309794390e-02,-1.325585757392557656e-02
8.978195356815692890e-03,6.837344974327193119e-03,-6.998417676577907247e-03
5.725443122140418638e-03,1.290280561820464182e-02,6.617904513574294177e-03
1.037077188069289446e-02,4.493286433831573078e-03,-1.397484305637336673e-02
1.051710130114644724e-02,1.107124036282466049e-02,-1.530045304931715484e-02
6.539430233187386657e-03,8.418524582473930779e-04,-1.221182211033115285e-02
3.198693961878247474e-03,3.199213711765898187e-03,2.840734626891863214e-03
4.340055009498416591e-03,-4.607715122006004332e-03,7.462158683760226159e-04
9.325254510113845097e-03,3.391861011539410407e-03,1.640202810145432663e-02
1.525871460035741790e-02,-2.012332986687522668e-02,-4.828702402459542943e-03
8.955166887642251883e-03,-5.093766802800389105e-03,-1.443936562332444676e-02
5.777832297962545369e-03,1.205459790985201340e-02,1.207486572016226375e-02
9.471509853640048757e-03,-2.381741860320562339e-03,3.805427028326155339e-03
9.495037959590505589e-03,-1.331317402918623383e-02,5.100200177653468371e-03
1.282898127414616035e-02,4.257642185308940894e-04,2.718966998776569180e-02
1.153985056329426620e-02,8.075998734449623545e-03,1.084451373476877888e-02
7.621233440585394384e-03,5.766039672807712034e-03,-8.637846711568362632e-03
8.809766703259204468e-03,-8.638373644992456551e-03,-2.440450187125882322e-03
9.900870600367627991e-03,-4.442540063705463678e-03,2.519320893824646482e-03
5.999129170150446430e-03,1.139358815412793054e-02,6.756056416912043817e-03
1.037307550259759965e-02,3.721477817928605433e-03,-1.415731544562942069e-02
5.889747626428886058e-03,1.119587209731629299e-02,4.365041547240842111e-03
6.778317455324290274e-03,5.361447102328279618e-03,7.084095685011991030e-03
9.024035911395387674e-03,1.322134012600099766e-04,-5.673537848367394762e-04
7.460398105404471639e-03,4.149035661120062911e-03,1.447025316894566798e-03
8.007765875522767154e-03,-1.768029084622850522e-02,3.323456284962288733e-05
7.637363743215741865e-03,8.644974340384333281e-03,7.334289821478781612e-03
1.295563993628645431e-02,2.986687565624880397e-04,-1.308270204155824977e-02
1.011485914386146302e-02,3.508288239628348446e-03,4.471712993877948773e-03
1.002261522223320961e-02,4.890463242495418118e-03,1.468369089059492517e-02
8.833372527631711685e-03,2.053199198628315094e-03,-9.834665400177551933e-03
6.564555350107215484e-03,-5.534381580310932663e-04,-3.407532025787240407e-03
1.138892764695135021e-02,4.746356135112659094e-03,-2.737715282654538062e-04
6.337431041307336164e-03,-1.579843518176422129e-02,7.987941959770778616e-03
6.663830163164304043e-03,1.351953998748252686e-02,4.353828748056723895e-03
7.747027410188088437e-03,1.048775116844569665e-03,-9.728973157297211849e-03
1.003676266076676191e-02,-1.636059628801869725e-02,8.090345756488792920e-04
8.157867897299983517e-03,-3.411113890678266832e-04,5.847934392025338352e-03
9.246399876458257297e-03,4.246629985778341797e-03,-9.752838437702322089e-03
8.850215381473923448e-03,1.005322580618882820e-02,5.093056966004931747e-03
7.826016796115426929e-03,1.365916938071972363e-02,1.993594052530957891e-03
1.180960420593167928e-02,4.541507858509150238e-03,1.134060078404446753e-02
7.769593870429886140e-03,1.334623156008003797e-02,5.236549032075770924e-03
9.734547840793774526e-03,2.664394390601221123e-03,-1.117108270313046763e-02
8.619440969577941286e-03,9.235787240308250805e-04,1.472366746686282375e-03
1.023266079522057448e-02,5.674841354212213293e-03,-1.442025677054342009e-02
7.566314320524909764e-03,1.202797258667937831e-02,-3.617042663422248994e-03
5.916276365779672870e-03,6.941871060240671458e-03,6.699158031860644527e-03
3.084547505434269508e-03,-1.051035851595673136e-02,-5.788885539239054141e-03
1.176068962390494112e-02,1.166743090506614129e-02,-7.501118178950202942e-04
9.103029886150946354e-03,-1.892899126343270885e-02,7.574047751723793874e-03
4.226445780335479074e-03,9.018107054701194128e-03,4.945092369151630161e-03
1.100201500857458242e-02,3.510887267183780604e-03,1.337824690777296953e-02
